Día,Zn,Fe,Cu,Pb,Ins.,Flujo de aire al Tostador,Humedad conc,Conc. humedo alimentado (ton/hr),Agua alim. al Tostador (Lts/hr),Oxigeno consumido (m3),Concentrado Tostado,Temp. Garganta,Prom. Cama Tostador,Presion caja de viento,Produccion de calcina,%S/S
11/09/2021,47.63,11.08,1.52,0.96,3.02,45315.25,9.4,28.93,396.18,25711.4,586,884.84,910.73,2094.84,525.27,0.27
12/09/2021,48.26,10.62,1.6,1.11,3.5,48723.71,9.48,29.16,334.49,25560.6,623,892.11,915.55,2218.66,557.83,
13/09/2021,48.55,10.35,1.61,1.2,3.76,50074.57,9.54,30.08,708.33,25259,645,903.37,913.46,2187.87,577.19,0.37
14/09/2021,47.42,10.68,1.63,1.24,3.8,50057.36,9.55,30.16,1125,26163.8,647,887.81,913.49,2177.3,578.95,0.17
15/09/2021,47.37,11.07,1.65,1.15,3.96,50077.18,9.59,30.31,1000,25560.6,650,867.45,913.16,2182.25,581.59,0.24
16/09/2021,46.15,10.91,1.57,1.09,3.94,49768.46,9.5,29.92,666.67,25636,642,863.67,912.99,2172.95,574.55,0.17
17/09/2021,46.78,10.67,1.61,1.19,3.9,49629.13,9.66,29.99,541.67,25937.6,642,865.4,915.37,2202.93,574.55,0.23
18/09/2021,48.12,9.88,1.57,1.17,3.24,50072.51,9.61,30.37,541.67,25636,643,884.31,911.38,2191.18,573.63,0.54
19/09/2021,46.92,11.5,1.77,1.22,3.72,50022.62,9.54,29.59,750,25711.4,631,887.54,913.04,2209.38,559.28,0.4
20/09/2021,46.3,11.89,1.91,1.13,3.58,50079.78,9.53,30.39,1333.33,25560.6,647,888.78,907.92,2240.08,574.36,0.57
21/09/2021,46.32,11.45,1.84,1.1,3.72,50047.06,9.6,29.95,1291.67,25786.8,638,887.21,909.72,2286.05,565.44,0.32
22/09/2021,47.17,10.28,1.75,1.1,3.48,50072.28,9.58,30.38,833.33,25485.2,648,889.97,909.98,2307.08,574.24,0.38
23/09/2021,48.26,10.82,1.69,1.06,3.92,50039.87,9.64,30.43,875,25485.2,648,862.8,910.96,2296.11,574.24,0.17
24/09/2021,48.97,10,1.66,1,3.24,47847.46,9.58,28.77,254.78,25862.2,595,855.97,905.66,2223.18,533.51,0.17
25/09/2021,49.27,9.67,1.73,1.12,3.82,48847.93,9.5,29.29,291.67,25711.4,618,865.76,909.87,2250.85,554.79,0.2
26/09/2021,49.6,8.7,1.65,1.24,2.72,50060.76,9.62,30.37,333.33,25259,641,868.87,918.48,2299.17,573.99,0.27
27/09/2021,50.99,8.61,1.67,1.32,3.44,49128.04,9.48,29.29,166.67,25560.6,618,852.09,910.39,2331.52,554.65,0.13
28/09/2021,50.03,8.48,1.6,1.34,2.76,49351.02,9.5,29.52,250.17,25560.6,618,848.38,916.69,2365.85,553.75,0.28
29/09/2021,50.66,8.89,1.67,1.03,3.52,50062.13,9.63,30.38,500,25937.6,636,866.89,917.9,2470.85,569.59,
30/09/2021,50.39,8.52,1.59,0.99,3.06,49997.46,9.63,30.41,41.67,25485.2,609,875.76,918.32,2536.75,545.83,
01/10/2021,50.39,8.52,1.59,0.99,8.1,46303,9.58,27.8,84.81,25636,571,842.16,904.72,2362.97,512.32,0.27
02/10/2021,50.62,8.79,1.72,0.93,3.28,46697.63,9.62,28.05,93.02,23600.2,523,852.59,909.7,2304.64,470.05,0.18
03/10/2021,0,0,0,0,0,45890.14,,,0,0,0,,,,0,0.28
04/10/2021,0,0,0,0,0,,,,0,0,0,,,,0,0.27
05/10/2021,0,0,0,0,0,,,,0,0,0,,,,0,0.3
06/10/2021,0,0,0,0,0,,,,0,0,0,,,,0,
07/10/2021,0,0,0,0,0,,,,0,0,0,,,,0,
08/10/2021,0,0,0,0,0,,,,0,0,0,,,,0,0.33
09/10/2021,0,0,0,0,0,,,,0,0,0,,,,0,
10/10/2021,0,0,0,0,0,,,,0,0,0,,,,0,
11/10/2021,0,0,0,0,0,,,,0,0,0,,,,0,
12/10/2021,0,0,0,0,0,,,,0,0,0,,,,0,
13/10/2021,0,0,0,0,0,,,,0,0,0,,,,0,
14/10/2021,0,0,0,0,0,,,,0,0,0,,,,0,
15/10/2021,0,0,0,0,0,,,,0,0,0,,,,0,0.27
16/10/2021,0,0,0,0,0,,,,0,0,0,,,,0,0.33
17/10/2021,0,0,0,0,0,,,,0,0,0,,,,0,0.16
18/10/2021,0,0,0,0,0,,,,0,0,0,,,,0,0.32
19/10/2021,0,0,0,0,0,,,,0,0,0,,,,0,0.33
20/10/2021,0,0,0,0,0,,,,0,0,0,,,,0,1.01
21/10/2021,0,0,0,0,0,,,,0,0,0,,,,0,0.73
22/10/2021,0,0,0,0,0,,8.13,26.58,0,0,140,822.26,833.42,1691.05,123.2,0.47
23/10/2021,0,0,0,0,0,41471.58,9.54,26.82,0,0,570,849.39,886.05,1967.33,501.6,0.4
24/10/2021,50.65,9.24,1.72,0.77,3.18,42225.59,9.48,27.17,0,0,578,841.24,884.16,1962.68,508.64,0.28
25/10/2021,51.04,8.53,1.71,0.86,3.16,47866.22,9.24,29.63,0,0,621,870.92,882.98,1978.33,556.28,0.18
26/10/2021,49.51,9.25,1.93,0.93,2.9,49950.9,9.36,31.1,0,0,654,920.24,888,1941.86,585.32,0.43
27/10/2021,49.76,9.51,1.83,1.15,3.14,45763.44,9.51,31.02,0,-5768552.4,383,910.55,867.53,1767.39,341.04,0.4
28/10/2021,0,0,0,0,0,41864.47,9.7,26.98,0,0,158,840.63,892.93,1880.26,139.04,0.43
29/10/2021,48.78,9.67,1.8,1.3,3.14,42846.99,9.53,27.47,0,0,573,878.42,903.34,1918.1,513.95,0.32
30/10/2021,49.64,9.63,1.79,1.33,2.7,47616.04,9.48,29.65,80.43,11008.4,540,915.78,909.73,1910.39,484.91,0.2
31/10/2021,48.55,9.87,1.83,1.28,3.26,49999.77,9.42,31.02,0,26390,573,939.28,910.46,1931.57,513.95,0.27
01/11/2021,48.52,10.32,1.76,1.17,3.2,47659.69,9.25,30.18,0,0,612,913.83,903.25,1893.3,544.27,0.35
02/11/2021,49.16,10.07,1.81,1.09,3.8,49992.04,9.49,31.01,41.67,115965.2,645,923.3,905.76,1967.82,577.31,0.33
03/11/2021,50.48,10.55,1.75,1.11,3.54,49997.42,9.42,30.9,0,27144,635,924.29,903.95,1957.04,568.51,0.33
04/11/2021,47.77,10.2,1.85,1.04,3.86,47241.29,9.53,29.53,42.16,25862.2,596,913.72,900.46,1913.25,535.53,0.26
05/11/2021,47.81,10.69,1.79,1.05,2.82,49762.57,9.53,31.04,41.67,25786.8,637,931.27,907.52,1962.73,571.27,0.37
06/11/2021,46.26,10.36,1.91,1.09,4.1,49579.75,9.29,30.99,0,25636,638,929.6,908.03,1979.01,571.15,0.23
07/11/2021,47.71,10.71,1.87,1.04,3.8,49389.76,9.54,30.72,291.67,23901.8,631,938.06,912.21,1967.73,564.99,0.4
08/11/2021,47.53,11.78,1.8,1,3.22,49591.39,9.15,30.71,333.33,24354.2,633,934.54,910.16,1969.29,566.75,0.33
09/11/2021,45.86,12.46,1.73,0.99,3.44,49701.53,9.46,30.56,125,26013,628,928.35,910.15,1997.17,562.35,0.23
10/11/2021,47.07,11.66,1.76,0.92,3.78,49106.39,9.5,29.97,41.67,25108.2,615,934.56,901.26,1989.21,550.91,0.23
11/11/2021,46.81,11.85,1.7,0.93,3.38,48903.98,9.44,29.71,0,25937.6,608,925.84,898.94,1978.65,546.75,
12/11/2021,47.03,11.21,1.83,1.3,3.58,49667.29,9.38,31.04,0,25786.8,636,950.6,908.93,2014.65,572.39,0.4
13/11/2021,47.46,11.27,1.7,1.08,3.32,48793.82,9.52,30.71,0,25409.8,619,930.3,904.82,1989.02,554.43,0.43
14/11/2021,47.56,11.69,1.79,0.92,3.44,49799.92,9.49,31.06,0,25183.6,638,946.11,908.84,2024.9,571.41,0.42
15/11/2021,48.05,11.38,1.79,1,3.48,49724.44,9.3,31.06,41.67,25937.6,640,951.43,907.84,2024.55,573.96,0.5
16/11/2021,47.95,11.41,1.81,1.02,3.26,49574.25,9.46,30.99,83.33,25711.4,636,950.07,910.67,2023.87,570.44,0.32
17/11/2021,46.64,10.62,1.64,1.19,3.22,46789.11,9.46,29.96,87.08,25409.8,588,930.73,904.22,1950.22,527.51,0.37
18/11/2021,47.52,10.58,1.65,1.22,3.08,48708.75,9.36,29.83,125.52,25409.8,610,919.58,908.83,2015.26,546.87,0.25
19/11/2021,48.47,10.75,1.62,1.14,3.38,49689.71,9.38,30.97,533.33,17417.4,489,874.69,913.43,2041.25,440.39,0.33
20/11/2021,0,0,0,0,0,,9.7,26.65,0,0,94,826.36,864.77,1633.24,82.72,0.15
21/11/2021,47.58,10.86,1.65,1.15,3.62,46829.56,9.36,28.58,41.81,35588.8,576,897.57,910.16,2017.2,516.95,0.24
22/11/2021,48.41,10.53,1.65,1.12,3.02,49900.44,9.47,31,0,25862.2,630,927.46,916.72,2082.34,564.47,0.38
