Día,Zn,Fe,Cu,Pb,Ins.,Flujo de aire al Tostador,Humedad conc,Conc. humedo alimentado (ton/hr),Agua alim. al Tostador (Lts/hr),Oxigeno consumido (m3),Concentrado Tostado,Temp. Garganta,Prom. Cama Tostador,Presion caja de viento,Produccion de calcina,%S/S
28/04/2018,52.64,8.35,1,0.61,2.78,44790.32,9.74,30.64,2541.67,25485.2,657,884.55,908.85,1877.13,588.56,0.39
29/04/2018,52.85,8.12,1.03,0.66,2.54,44714.34,9.69,30.58,2625,25786.8,656,895.49,909.81,1883.93,587.68,0.41
30/04/2018,53.05,8.53,1.02,0.78,2.86,45219.49,9.45,30.63,2625,25862.2,668,914.8,906.46,1901.67,598.24,0.36
01/05/2018,51.18,8.59,0.99,0.66,3.08,45642.35,9.48,30.43,2708.33,25636,651,910.95,910.97,1930.63,586.74,0.24
02/05/2018,52.37,8.76,0.99,0.76,3.24,45587.55,9.7,30.49,2666.67,25937.6,650,903.47,909.64,1929.32,585.86,0.36
03/05/2018,52.12,8.59,0.99,0.76,2.86,46395.76,9.59,30.65,2625,26088.4,655,910.22,903.22,1941.7,590.26,0.29
04/05/2018,53.14,8.78,0.95,0.78,3.02,46495.92,9.57,30.41,2750,26013,650,904.62,905.56,1948.08,585.86,0.3
05/05/2018,51.15,8.44,0.98,0.72,3,46981.84,9.58,30.51,3000,25711.4,652,909.01,903.35,1964.84,587.62,0.32
06/05/2018,52.21,8.97,1.05,0.81,2.98,46287.95,9.57,29.89,2791.67,25937.6,638,904.94,902.22,1946.57,575.3,0.25
07/05/2018,51.65,9.14,1.03,0.85,3.08,45691.56,9.5,30.51,2759.58,25862.2,650,904.7,905.38,1967.77,585.86,0.29
08/05/2018,51.39,9.19,1.03,0.73,2.94,47685.22,9.63,30.67,2632.31,25786.8,653,914.57,902.8,1997.52,588.5,0.3
09/05/2018,51.43,8.56,1.01,0.8,2.96,48085.75,9.5,30.75,2500,25862.2,658,891.03,902.1,2036.31,592.9,0.32
10/05/2018,51.62,8.66,1.04,0.86,2.78,45872.02,9.39,30.63,2625,26239.2,656,880.72,903.91,1969.1,591.14,0.3
11/05/2018,51.34,8.72,1.05,0.73,3.14,46029.71,9.43,30.36,2541.67,25636,648,899.95,905.31,1995.32,585.44,0.29
12/05/2018,51.88,9.02,1.02,0.75,2.94,47486.36,9.57,30.64,2625,26013,653,908.26,902.43,2043.56,589.84,0.29
13/05/2018,51.61,9.2,0.97,0.34,2.78,47225.36,9.54,30.67,2500,26013,654,897.88,904.17,2074.76,590.72,0.29
14/05/2018,50.08,9.26,1.01,0.81,2.72,46689.06,9.52,30.74,1750,26013,656,892.53,916.74,2072.56,592.48,0.32
15/05/2018,51.46,9.22,1.04,0.78,2.86,46737.04,9.49,30.3,1166.67,21262.8,646,873.54,918.74,2090.84,583.68,0.32
16/05/2018,50.38,9.17,1.06,0.85,2.8,46821.2,9.6,30.39,2041.67,17417.4,648,886.86,902.9,2093.61,585.44,0.35
17/05/2018,49.7,9.22,1.06,0.89,2.64,47313.29,9.66,30.36,2416.67,15909.4,646,899.08,898.54,2128.13,583.68,0.3
18/05/2018,50.21,9.19,1.07,0.9,2.86,46942.14,9.64,30.26,2500,16060.2,644,903.61,900.03,2151.8,581.92,0.32
19/05/2018,50.64,9.17,1.07,0.92,2.82,46717.63,9.64,30.03,2458.33,15834,639,899.38,896.77,2159.76,577.52,0.27
20/05/2018,50.87,8.96,1.1,0.95,2.9,46407.23,9.5,29.88,2583.33,16060.2,637,908.47,895.84,2148.84,575.76,0.19
21/05/2018,50.25,8.78,1.08,0.94,3.18,46746.24,9.66,30.15,2375,15834,642,915.22,898.24,2155.45,580.16,0.24
22/05/2018,50.45,8.74,1.13,0.9,3.04,46581.81,9.63,30.03,2541.67,15984.8,640,906.05,902.36,2182.87,578.4,0.22
23/05/2018,52.55,8.58,1.11,0.83,2.88,46662.47,9.62,29.96,2666.67,15984.8,638,900.58,903.12,2199.83,576.64,0.32
24/05/2018,52.29,8.45,1.13,0.77,2.92,46354.88,9.63,29.75,2416.67,15909.4,634,909.96,908.05,2199.19,573.12,0.29
25/05/2018,52.02,8.33,1.1,0.83,2.88,46126.9,9.63,29.7,2583.33,16135.6,633,911.61,910.62,2237.44,572.24,0.44
26/05/2018,52,8.35,1.17,0.82,2.76,46325.21,9.65,29.57,2541.67,15758.6,630,907.6,909.21,2230.97,569.6,0.32
27/05/2018,52.25,8.26,1.17,0.94,2.92,46103.23,9.62,29.52,2500,15909.4,629,913.57,909.77,2218.78,568.72,0.35
28/05/2018,51.72,8.08,1.18,0.94,2.88,45597.77,9.63,28.22,1833.33,16135.6,601,898.53,914.84,2220.3,543.84,0.27
29/05/2018,51.94,8.1,1.14,0.81,3.02,45714.68,9.61,28.91,1833.33,15758.6,616,917.98,912.65,2211.02,557.04,0.25
30/05/2018,51.66,7.92,1.19,0.82,2.76,45832.67,9.67,29.87,2125,16060.2,636,923.37,912.1,2233.46,574.64,0.25
31/05/2018,52.38,8.1,1.22,0.92,2.88,45848.78,9.8,29.99,2250,15834,627,916.38,912.72,2241.9,568.14,0.35
01/06/2018,52.26,7.94,1.25,0.88,2.82,46140.25,9.66,30.25,1958.33,15984.8,641,922.63,909.27,2260.89,581.88,0.41
02/06/2018,52.37,8.13,1.22,0.81,2.78,46254.33,9.8,30.23,1916.67,15909.4,640,921.43,908.55,2266.01,581,0.38
03/06/2018,53.7,8,1.01,0.88,2.48,45220.65,9.71,29.98,1875,16060.2,635,935.56,907.44,2229.91,576.6,0.41
04/06/2018,52.61,8.31,1.16,0.92,2.72,45995.61,9.88,29.97,1750,13949,634,922.45,909.23,2230.06,575.72,0.52
05/06/2018,52.25,8.22,1.16,0.76,2.4,43665.54,9.55,29.09,1473.68,14853.8,611,907.07,908.69,2234.85,555.48,0.4
06/06/2018,53.17,7.86,1.18,1,2.74,43633.65,9.65,29.57,1875,20131.8,627,920.72,912.18,2277.56,569.56,0.48
07/06/2018,52.23,8.31,1.09,0.74,2.52,44750.16,9.78,30.07,1705.76,21262.8,622,919.22,910.29,2251.28,565.16,0.38
08/06/2018,52.84,8.03,1.12,0.89,2.88,44453.59,9.86,30.14,1916.67,24957.4,638,929.39,910.99,2279.62,579.24,0.54
09/06/2018,52.73,8.32,1.08,0.74,2.68,43744.78,9.68,29.95,1765.94,25862.2,629,911.66,911.58,2287.67,571.32,0.47
10/06/2018,53.19,8.17,1.06,0.65,2.72,43356.93,9.73,29.58,1875,26239.2,627,899.77,912.66,2298.22,569.56,0.4
11/06/2018,53.47,7.95,1.05,0.73,3.12,42918.98,9.73,28.92,1625,26088.4,612,903.75,916,2297.63,556.36,0.38
12/06/2018,53.78,7.6,1.02,0.76,2.76,42975.78,9.64,29.32,1333.33,26013,622,922.59,918.14,2350.87,565.16,0.54
13/06/2018,52.4,7.73,1.06,0.76,2.34,43064.64,9.68,29.33,1392.41,26314.6,614,908.76,918.77,2362.34,558.12,0.41
14/06/2018,51.99,8.04,1.05,0.74,2.58,42687.71,9.63,28.97,1125,26390,614,919.18,918.12,2370.3,558.12,0.3
15/06/2018,52.93,7.81,1.03,0.74,2.86,41902.49,9.58,28.88,1375,26013,612,908.04,919.21,2387.31,556.36,0.35
16/06/2018,52.26,7.72,1.06,0.87,2.84,41582.88,9.81,28.84,1583.33,26239.2,610,912,918.55,2389.43,554.6,0.32
17/06/2018,51.13,7.9,1.04,0.87,2.66,41482.43,9.73,28.78,1250,26163.8,609,915.83,918.07,2406.82,553.72,0.32
18/06/2018,51.05,7.94,1.04,0.97,2.88,41456.21,9.63,28.53,1049.69,26163.8,604,929.58,917.11,2419.7,545.05,0.38
19/06/2018,51.75,7.81,1.03,0.98,2.4,40837.5,9.59,28.15,1125.78,26163.8,600,916.84,917.18,2416.25,541.53,0.36
20/06/2018,52.84,7.91,1.02,1,3.06,41196.4,9.61,28.33,1167.48,26239.2,604,912.23,916.94,2403.8,545.05,0.44
21/06/2018,52.08,7.86,1.03,1.06,2.88,41530.45,9.68,28.37,875,26163.8,605,912.2,920.26,2421.88,545.93,0.41
22/06/2018,52.68,7.91,1.06,0.88,2.96,41593.08,9.73,28.16,1166.67,26088.4,600,917.05,920.45,2410.54,541.53,0.32
23/06/2018,52.14,7.65,1.1,1.05,3.18,41528.3,9.79,28.04,1208.33,26314.6,597,902.31,913.67,2397.69,538.89,0.32
24/06/2018,51.8,7.77,1.04,0.72,3.2,40740.14,9.72,27.73,1128.13,26163.8,589,898.71,915.11,2451.82,531.85,0.25
25/06/2018,52.37,7.78,1.05,0.65,2.8,41111.62,9.63,27.92,1041.67,26163.8,595,915.92,916.12,2445.26,537.13,0.32
26/06/2018,52.11,7.84,1.04,0.66,0,42339.6,9.58,28.66,1125,26239.2,619,896.82,914.65,2376.11,558.25,0.22
27/06/2018,52.36,7.63,0.95,0.91,2.98,41917.11,9.74,28.71,1791.67,26163.8,619,894.98,915.35,2412.38,558.25,0.22
28/06/2018,52.31,7.31,1.05,0.94,3.04,41972.07,9.73,28.32,1791.67,26239.2,615,901.47,914.63,2409.58,549.76,0.27
29/06/2018,52.32,7.6,1.07,0.88,3.4,41896.98,9.74,28.7,2166.67,26163.8,624,900.6,919.29,2402.28,557.68,0.41
30/06/2018,52.86,7.12,1.06,0.81,3.38,41699.6,9.98,28.62,1959.69,26239.2,630,887.63,917.1,2416.88,562.96,0.49
01/07/2018,52.77,7.14,1.09,0.82,3.4,41483.59,9.83,28.84,2002.78,26239.2,625,899.29,918.17,2436.87,558.56,0.37
02/07/2018,51.25,7.86,0.99,0.72,3.46,41424.99,9.8,28.45,958.33,26239.2,618,909.37,919.43,2441.68,552.4,0.3
03/07/2018,50.59,8.13,0.96,0.71,3.4,40877.92,9.63,28.1,1250,26163.8,611,907.45,918.56,2473.5,546.24,0.32
04/07/2018,51.4,8.13,0.92,0.73,3.42,41073.9,9.73,28.17,2166.67,25636,612,908.36,921.18,2465.54,547.12,0.38
05/07/2018,51.55,8.1,0.87,0.77,3.3,41094.08,9.8,28.61,2333.33,26314.6,621,918.01,917.74,2483.84,555.04,0.35
06/07/2018,51.95,7.7,0.95,0.81,3.18,40822.36,9.61,28.02,2083.33,26013,603,903.86,914.85,2503.97,546.33,0.46
07/07/2018,53.11,7.01,1,0.82,2.98,41107.52,9.58,27.95,2098.86,25334.4,549,887.77,878.46,2490.88,498.81,0.32
08/07/2018,0,0,0,0,0,41499.79,,,0,0,0,,,1278.22,0,0.22
09/07/2018,0,0,0,0,0,,,,0,0,0,,,,0,0.41
10/07/2018,0,0,0,0,0,,,,0,0,0,,,,0,0.4
11/07/2018,0,0,0,0,0,,,,0,0,0,,,,0,0.25
12/07/2018,0,0,0,0,0,,,,0,0,0,,,,0,0.22
13/07/2018,0,0,0,0,0,,,,0,0,0,,,,0,0.35
14/07/2018,0,0,0,0,0,,,,0,0,0,,,,0,0.3
15/07/2018,0,0,0,0,0,,,,0,0,0,,,,0,0.3
16/07/2018,0,0,0,0,0,,,,0,0,0,,,,0,
17/07/2018,0,0,0,0,0,,,,0,0,0,,,,0,
18/07/2018,0,0,0,0,0,,,,0,0,0,,,,0,
19/07/2018,0,0,0,0,0,,,,0,0,0,,,,0,
20/07/2018,0,0,0,0,0,,,,0,0,0,857.84,,,0,0.4
21/07/2018,0,0,0,0,0,,,,0,0,0,,,,0,0.43
22/07/2018,0,0,0,0,0,,,,0,0,0,,,,0,0.36
23/07/2018,0,0,0,0,0,,,,0,0,0,,,,0,0.41
24/07/2018,0,0,0,0,0,,,,0,0,0,,,,0,0.24
25/07/2018,0,0,0,0,0,,9.05,26.81,0,4599.4,182,,865.68,1872.83,160.16,0.34
26/07/2018,52.38,8.11,1.07,0.75,3.22,43431.86,7.75,28.44,42.46,26088.4,613,,889.46,1887.59,539.44,0.68
27/07/2018,51.68,8.34,1.04,0.71,3.12,44788.91,9.52,29.56,0,26314.6,632,,899.65,1776.5,561.16,0.4
28/07/2018,52.31,8.06,0.99,0.67,2.84,45513.48,9.6,29.48,41.67,26314.6,622,,899.27,1779.55,560.67,0.4
29/07/2018,51.8,8.04,1.01,0.67,2.88,45708.67,9.41,29.61,0,26465.4,626,,894.88,1817.67,564.19,0.2
30/07/2018,52.64,7.25,1.11,0.75,2.94,45882.4,9.25,29.6,0,23524.8,627,850.44,892.63,1811.77,565.07,0.38
31/07/2018,52.92,7.21,1.13,0.69,2.98,45972.1,9.62,29.65,0,25560.6,625,866.78,898.02,1800.39,563.31,0.28
01/08/2018,53.71,7.16,1.13,0.58,3.1,46209.97,9.39,29.85,0,25560.6,631,883.41,893.38,1801.67,568.59,0.37
02/08/2018,53.09,7.11,1.21,0.74,3.56,46792.83,9.36,30.11,0,25636,637,876.47,901.82,1802.12,573.87,0.38
03/08/2018,51.08,7.87,1.14,0.87,3.58,46296.67,9.72,29.79,0,25560.6,628,867.54,902.2,1801.98,565.95,0.29
04/08/2018,52.02,7.74,1.15,0.93,3.52,46315.67,9.62,29.8,0,25409.8,629,865.35,904.81,1819.01,566.83,0.38
05/08/2018,51.35,7.72,1.13,0.92,3.6,45954.49,9.61,29.85,0,25560.6,630,864.11,902.47,1803.58,567.71,0.32
06/08/2018,51.71,8.22,1.12,0.63,3.56,43075.21,9.6,30.74,0,5655,126,,,1707.32,110.88,0.73
07/08/2018,0,0,0,0,0,,,,0,0,0,,,,0,0.48
08/08/2018,0,0,0,0,0,,8.67,27.64,0,3996.2,159,824.91,851.17,1700.32,139.92,0.48
09/08/2018,50.89,8.29,1.09,0.68,3.72,43458.45,9.55,29.11,0,25409.8,615,840.11,899.1,1811.71,541.2,0.63
10/08/2018,52.04,7.53,1.07,0.53,3.08,43900.03,9.56,28.36,0,25636,606,836.06,897.74,1894.37,538.28,0.32
11/08/2018,51.32,7.56,1.04,0.54,3.52,42987.52,9.59,28.23,0,25560.6,595,839.33,898.04,1875.99,536.91,0.38
12/08/2018,51.69,7.63,1.05,0.56,3.36,43940.35,9.47,29.03,0,25560.6,613,830.67,897.29,1868.24,552.75,0.35
13/08/2018,51.43,7.71,1.03,0.56,3.46,43472.27,9.49,28.93,0,25636,611,868.22,899.43,1845.83,550.99,0.29
14/08/2018,51.28,8.15,1.08,0.58,3.44,45787.46,9.54,29.11,0,25032.8,613,872.03,897.07,1875.87,552.75,0.33
15/08/2018,51.86,8.17,1.06,0.7,3.64,45480.63,9.53,30.78,0,23374,611,836.74,894.79,1738.57,550.99,0.36
16/08/2018,52.83,7.26,1.05,0.67,3.32,45045.41,9.49,29.92,0,25560.6,624,870.16,899.66,1851.85,562.43,0.27
17/08/2018,52.6,7.27,1.05,0.7,2,45708.02,9.57,29.94,0,25334.4,632,861.19,901.55,1901.75,569.47,0.35
18/08/2018,53.15,7.25,1.1,0.92,3.36,45728.11,9.79,29.96,0,25485.2,631,849.69,900.75,1899.77,568.59,0.25
19/08/2018,53.09,7.61,1.1,0.69,3.38,41314.08,9.53,27.99,0,25183.6,586,816.16,896.87,1871.47,520.68,0.29
20/08/2018,52.67,7.37,1.07,0.65,3.36,42120.14,9.53,27.91,0,25636,588,825.57,896.68,1850.03,530.75,0.41
21/08/2018,51.81,7.97,1.07,0.56,3.38,43477.75,9.67,28.61,0,25636,602,829.39,897.08,1828.3,543.07,0.35
22/08/2018,52.09,8.03,1.08,0.61,3.06,44968.11,9.58,29.52,0,25334.4,623,836.09,897.94,1842.05,561.55,0.35
23/08/2018,52.22,8.15,1.1,0.61,3.24,44878.47,9.7,29.36,0,24655.8,618,842.99,893.51,1846.3,557.15,0.35
24/08/2018,52.44,8,1.06,0.59,3.24,44763.78,9.5,29.67,0,25485.2,619,852.22,901.28,1859.05,558.03,0.36
25/08/2018,51.56,8.44,0.98,0.62,3.04,45618.56,9.64,29.92,0,25485.2,623,851.17,899.72,1858.5,561.55,0.35
26/08/2018,51.74,8.41,0.97,0.49,3.1,45869.37,9.47,30.06,0,25485.2,627,855.07,898.84,1867.42,565.07,
27/08/2018,51.64,8.55,0.93,0.66,3.14,45922.1,9.73,29.9,0,25786.8,622,861.59,902.29,1870.44,560.67,0.35
28/08/2018,50.58,8.58,1.02,0.63,3.1,46171.13,9.58,30.03,0,25560.6,626,865.55,903.47,1882.69,564.19,0.4
29/08/2018,51.61,8.32,0.93,0.62,2.88,45655.03,9.44,30.08,0,25636,624,840.22,901.37,1899.92,562.43,0.41
30/08/2018,52.31,8.54,0.88,0.7,2.62,46260.52,9.48,29.99,0,25485.2,626,878.44,904.82,1884.78,564.19,0.43
31/08/2018,52.37,7.68,0.85,0.52,2.38,46508.41,9.58,30.12,0,25560.6,608,880.98,904.82,1899.56,548.35,
01/09/2018,52.7,7.55,0.83,0.68,2.12,45843.83,9.62,29.85,500,25409.8,630,873.1,902.94,1894.11,559.4,0.28
02/09/2018,52.02,7.89,0.98,0.76,2.38,45814.51,9.69,30.01,916.67,25636,625,881.2,903.09,1863.91,563.31,0.33
03/09/2018,52.9,7.83,1.08,0.73,2.68,44799.12,9.53,29.05,583.33,25560.6,605,876.64,903,1868.45,545.71,0.41
04/09/2018,52.5,7.74,1.03,0.71,2.58,44682.29,9.41,28.86,541.67,25334.4,603,866.7,898.31,1873.82,542.97,0.48
05/09/2018,53.36,7.83,1,0.73,2.68,45881.88,9.16,30.04,250.17,25711.4,628,899.36,903.94,1895.58,566.78,0.3
06/09/2018,53.76,7.64,0.95,0.75,2.46,45028.5,9.38,30,125,25711.4,626,901.63,905.51,1906.15,565.02,0.25
07/09/2018,52.26,8.02,0.98,0.7,2.4,44881.49,9.37,30.08,291.67,25636,625,886.46,907.2,1924.73,564.14,0.27
08/09/2018,52.74,8.12,1.5,0.67,3.7,44955.79,9.28,30.09,291.67,25485.2,626,906.29,907.01,1927.06,565.02,0.32
09/09/2018,52.3,8.19,0.98,0.7,2.64,44671.64,9.29,30.21,125,25711.4,626,900.51,906.35,1927.47,567.06,0.29
10/09/2018,53.13,8.29,0.94,0.75,2.82,45068.95,9.47,29.94,458.33,25711.4,619,878.09,905.83,1936.46,560.9,0.35
11/09/2018,51.79,8.15,1.05,0.7,2.9,45584.58,9.48,30.36,250,25334.4,628,886.71,907.56,1969.1,568.82,0.38
12/09/2018,52.96,7.83,1.03,0.91,2.84,45652.78,9.53,30.35,541.67,25711.4,627,884.36,907.41,1979.25,567.94,0.41
13/09/2018,52.59,7.5,0.97,1.04,2.84,45920.62,9.67,30.35,333.33,25560.6,626,879.43,909,2010.31,567.06,0.36
14/09/2018,52.81,7.67,1.01,0.87,3.1,45440.62,9.58,29.84,208.33,25636,616,891.68,905.76,2012.04,558.26,0.25
15/09/2018,52.02,8.11,1.01,0.82,2.94,46578.85,9.69,30.33,625,25636,626,890.94,911.06,2054.16,567.06,0.29
16/09/2018,52.2,7.88,1.01,0.82,3.12,46585,9.73,30.28,791.67,25485.2,624,891.85,912.15,2046.32,565.3,0.32
17/09/2018,51.84,8.21,1.03,0.7,3.06,45808.33,9.43,30.31,750,25862.2,627,893.7,911.75,2049.51,567.94,0.22
18/09/2018,53.01,8.14,1.01,0.91,2.9,46664.69,9.63,30.28,833.33,25334.4,625,896.08,911.65,2060.79,566.18,0.26
19/09/2018,52.42,8.49,1.01,0.83,3,44684.79,9.39,29.65,668.52,25636,611,888.72,910.3,2024.34,553.86,0.28
20/09/2018,54.78,6.24,0.82,0.23,2.86,46449.03,9.34,30.21,722.89,25560.6,613,875.87,910.34,1954.88,555.62,0.29
21/09/2018,52.99,7.84,0.96,0.81,2.8,45242.65,9.63,30.23,1055.59,25711.4,615,876.31,911.15,1943.18,557.38,0.38
22/09/2018,52.43,8.16,1.11,0.69,2.98,46916.09,9.59,30.2,1000,25485.2,619,881.64,913.99,2009.21,560.9,0.38
23/09/2018,52.39,8.1,1.18,0.59,3.24,46749.4,9.54,30.25,958.33,25560.6,620,886.39,912.67,2026.78,561.78,0.39
24/09/2018,53.15,7.75,1.09,0.62,2.72,43550.86,9.63,30.03,883,25485.2,568,867.49,905.83,1890.57,516.02,0.37
25/09/2018,53.27,7.73,1.16,0.64,3.14,46559.96,9.49,30.25,1041.67,25334.4,610,888.97,912.68,1989.31,552.98,0.41
26/09/2018,53.26,7.6,1.02,0.6,3.22,46333.24,9.35,30.37,718.82,25862.2,604,886.99,910.81,1994.65,547.7,0.47
27/09/2018,53.37,7.74,0.85,0.75,2.62,46366.87,9.66,30.62,583.33,25711.4,617,897.74,910.83,2025.08,559.14,0.38
28/09/2018,53.14,7.69,0.83,0.78,2.68,46198.71,9.58,30.54,708.33,25409.8,616,903.11,912.87,2066.22,558.26,0.32
29/09/2018,52.88,7.66,0.9,0.73,2.7,46013.87,9.57,30.4,916.67,25786.8,600,902.62,912.55,2091.09,544.18,0.4
30/09/2018,52.59,7.5,0.9,0.73,2.94,45525.66,9.63,30.54,958.33,25560.6,600,911.27,913.23,2082.28,544.18,0.32
01/10/2018,53.39,7.44,1.02,0.5,1.9,45861.14,9.46,30.32,958.33,25636,612,916.59,910.46,2113.56,554.74,0.36
02/10/2018,52.84,8.07,1.07,0.73,2.54,45931.4,9.61,30.24,916.67,25485.2,609,914.84,911.82,2126.51,552.1,0.22
03/10/2018,52.88,8.1,1.12,0.85,2.68,45528.22,9.67,29.84,958.33,25560.6,600,903.8,915.02,2150.25,544.18,0.21
04/10/2018,50.97,8.32,1.18,0.93,2.66,45428.86,9.75,30.14,1458.33,25862.2,606,906.44,918.16,2155.51,549.46,0.55
05/10/2018,49.86,6.23,1.38,1.33,2.52,44936.11,9.62,28.73,833.33,25560.6,577,890.08,912.83,2182.82,523.94,0.57
06/10/2018,51.87,8.54,1.17,1.09,2.24,44731.65,9.52,26.64,166.67,25485.2,532,866.17,906.65,2175.72,484.34,0.24
07/10/2018,51.71,8.54,1.19,1.05,2.42,44748.92,9.29,28.87,583.33,25711.4,582,883.52,908.83,2183.32,528.34,0.25
08/10/2018,53.07,8.13,1.17,0.82,2.18,43754.69,9.38,28.57,1083.33,25636,575,895.25,911.02,2187.07,522.18,0.24
09/10/2018,52.88,7.9,1.16,0.87,2.58,43334.41,9.47,29.06,1291.67,25409.8,585,900.75,910.69,2203.7,530.98,0.32
10/10/2018,53.36,7.74,1.17,0.7,2.12,42756.1,9.23,29.45,1558.44,25711.4,571,902.14,901.33,2146.34,518.66,0.29
11/10/2018,51.54,7.68,1.16,0.65,2.1,44962.67,9.07,29.79,1750,25259,603,904.46,906.76,2155.88,546.82,0.36
12/10/2018,53.32,8.23,1.14,0.63,2.36,44846.72,9.13,29.73,1916.67,25711.4,602,910.18,907.17,2147.92,545.94,0.59
13/10/2018,51.71,9.03,1.34,0.65,2.58,44381.98,9.38,29.63,1876.3,25786.8,597,911.77,907.26,2163.03,541.54,0.47
14/10/2018,50.95,8.86,1.18,0.71,2.84,44173.4,9.26,29.56,1958.33,25560.6,597,909.65,906.75,2169.6,541.54,0.41
15/10/2018,51.3,8.85,1.18,0.71,2.58,44215.48,9.18,29.58,1791.67,25636,598,912.88,905.46,2188.65,542.42,0.5
16/10/2018,51.69,8.48,1.05,0.62,4.44,41893.9,9.34,29.9,1259.62,25485.2,599,922.46,903.3,2273.54,543.3,0.36
17/10/2018,53.34,8.31,0.98,0.68,2.78,44774.54,9.16,29.81,1625,25711.4,603,918.06,905.58,2198.16,546.82,0.32
18/10/2018,52.82,8.19,1.04,0.54,3.3,43368.67,9.18,29.72,1299.64,25334.4,576,906.17,900.96,2125.23,523.06,0.46
19/10/2018,52.88,8.14,1.03,0.45,2.7,44647.52,9.43,30.31,1216.78,25485.2,608,918.81,900.7,2323.85,551.22,0.29
20/10/2018,52.28,8.46,1.06,0.48,2.92,44872.4,9.34,29.81,1000,25560.6,610,909.58,909.02,2194.67,552.98,0.32
21/10/2018,52.28,7.95,0.99,0.52,0,44588.03,9.39,29.65,750,25485.2,606,914.25,906.74,2234.61,549.46,0.35
22/10/2018,52.07,8.05,1.05,0.66,2.68,44680.4,9.1,29.61,1166.67,25711.4,607,926.44,905.66,2220.39,550.34,0.35
23/10/2018,52.07,8.21,1.09,0.51,2.7,44095.33,9.3,29.45,925.02,25485.2,597,924.18,903.68,2205.9,541.54,0.41
24/10/2018,51.65,8.39,1.11,0.5,2.8,42529.51,9.09,30.06,1041.97,25409.8,598,919.02,899.18,2119.63,542.42,0.33
25/10/2018,52.66,8.55,1.15,0.6,2.82,48747.03,9.62,30.98,1379.79,25636,638,927.3,901.2,2404.93,577.62,0.48
26/10/2018,50.8,8.55,1.22,0.57,2.8,49150.96,9.48,30.61,875,25786.8,633,933.15,900.87,2516.18,573.22,0.35
27/10/2018,51.45,8.46,1.17,0.78,2.64,48884.23,9.59,30.56,920,26691.6,659,934.99,899.59,2512.4,596.1,0.29
28/10/2018,51,8.82,1.24,0.77,2.68,48187.12,9.51,30.52,875,25560.6,628,929.07,905.24,2525.34,571.82,0.32
29/10/2018,51.05,8.36,1.15,0.78,2.34,48606.14,9.54,30.52,1041.67,25711.4,625,928.11,903.4,2517.69,572.18,0.33
30/10/2018,51.16,8.93,1.15,0.76,2.96,47707.08,9.45,30.4,1040.46,25334.4,601,929.51,893.04,2391.6,548.06,0.21
31/10/2018,50.08,9.39,1.19,0.68,2.86,50449.05,9.53,30.73,1875,25485.2,648,938.54,893.32,2401.48,578.24,0.35
01/11/2018,49.94,9.63,1.19,0.75,2.86,49994.97,9.46,30.35,1625,24882,625,915.68,897.2,2440.01,569.18,0.32
02/11/2018,50.87,8.98,1.14,0.72,2.96,49764.51,9.43,30.5,1416.67,25636,628,938.04,896.97,2481.32,571.82,0.36
03/11/2018,50.61,8.98,1.16,0.71,2.92,49736.2,9.5,30.49,1250,25636,627,919.3,899.98,2509.37,570.94,0.32
04/11/2018,50.59,8.6,1.15,0.68,3.4,50508.41,9.56,30.27,1083.33,25786.8,622,948.55,896.18,2476.15,566.54,0.46
05/11/2018,49.57,9.15,1.15,0.66,3.06,49971.91,9.46,30.38,875,25409.8,626,954.44,902.82,2474.83,570.06,0.32
06/11/2018,49.88,9.36,1.12,1.06,4.18,49827.1,9.39,30.39,1291.67,25409.8,637,941.55,898.52,2481.66,568.56,0.29
07/11/2018,46.69,9.81,1.28,0.7,3.48,44468.21,9.79,29.56,1831.72,25786.8,563,924.04,888.95,2142.49,514.62,0.54
08/11/2018,49.4,9.57,1.41,1.17,2.96,49290.44,9.59,30.25,1548.12,25636,619,917.49,908.74,2347.74,563.9,0.16
09/11/2018,49.4,9.57,1.41,1.17,2.96,50176.88,9.45,30.44,1541.67,25560.6,627,927.32,908.45,2370.2,570.94,0.29
10/11/2018,48.72,9.38,1.49,0.95,3.46,50233.62,9.45,30.59,1000,25334.4,630,922.64,904.55,2390.26,573.58,0.32
11/11/2018,48.9,9.37,1.44,0.98,3.26,50021.77,9.43,30.64,0,25786.8,631,908.79,893.66,2299.94,574.46,0.29
12/11/2018,0,0,0,0,0,44392.2,9.5,38.89,0,4373.2,114,888.62,874.36,1978.71,100.32,0.71
13/11/2018,0,0,0,0,0,,,,0,0,0,,,,0,0.52
14/11/2018,0,0,0,0,0,,,,0,0,0,,,,0,0.48
15/11/2018,0,0,0,0,0,,,,0,0,0,,,,0,0.67
16/11/2018,0,0,0,0,0,,,,0,0,0,,,,0,0.51
17/11/2018,0,0,0,0,0,43034,8.23,27.47,0,5881.2,156,848.54,871.77,1722.75,137.28,0.62
18/11/2018,50.14,9.41,1.46,0.99,3.32,47662.03,9.34,30.63,0,25711.4,651,879.05,903.62,1795.63,572.88,0.21
19/11/2018,49.49,9.36,1.49,0.72,3.16,48140.37,9.55,30.5,41.67,25786.8,627,905.47,900.69,1774.77,570.94,0.16
20/11/2018,49.02,9.13,1.42,0.74,3.28,46800.63,9.51,30.66,0,25786.8,631,909.95,899.58,1742.94,574.46,0.17
